ID,Formula,Bulk,Mo,Nb,Ta,Ti,V,W,Zr
896,Zr60Ta15Ti23W30,121.52227,0,0,15,23,0,30,60
882,Zr60Ti23Mo15W30,125.671429,15,0,0,23,0,30,60
877,Ta23V30Mo15W60,243.678554,15,0,23,0,30,60,0
879,Zr60Ta23Mo15W30,143.523971,15,0,23,0,0,30,60
876,Zr60Ta23Ti30Mo15,110.519827,15,0,23,30,0,0,60
878,Zr60Ta23V30Mo15,120.045073,15,0,23,0,30,0,60
917,Zr15Ta38Nb15V30W30,184.832178,0,15,38,0,30,30,15
890,Ti23Nb15V30W60,212.190814,0,15,0,23,30,60,0
902,Ta30Nb38V30Mo15W15,200.195505,15,38,30,0,30,15,0
862,Zr15Ta30Ti38V15W30,157.41586,0,0,30,38,15,30,15
871,Nb23V30Mo15W60,240.858511,15,23,0,0,30,60,0
904,Zr15Ta30Nb38Mo15W30,194.535054,15,38,30,0,0,30,15
864,Ta30Ti60Nb23Mo15,146.936085,15,23,30,60,0,0,0
897,Zr60Ta15V23W30,130.322644,0,0,15,0,23,30,60
910,Zr15Ta38Ti30V30Mo15,148.448578,15,0,38,30,30,0,15
870,Zr60Ti30Nb23Mo15,107.896135,15,23,0,30,0,0,60
848,Ti15Nb38V30Mo30W15,194.844696,30,38,0,15,30,15,0
863,Zr15Ta23Ti15Nb15V15Mo15W30,181.579533,15,15,23,15,15,30,15
847,Zr15Ta15Nb38Mo30W30,202.318426,30,38,15,0,0,30,15
855,Zr15Ta38V15Mo30W30,206.159815,30,0,38,0,15,30,15
883,Zr60V23Mo15W30,135.175941,15,0,0,0,23,30,60
905,Ti30Nb38V30Mo15W15,174.180173,15,38,0,30,30,15,0
846,Zr15Ta15Nb38V30Mo30,173.135019,30,38,15,0,30,0,15
903,Zr15Ta30Nb38V30Mo15,167.224169,15,38,30,0,30,0,15
852,Ta38Ti15V30Mo30W15,202.197926,30,0,38,15,30,15,0
885,Ta23Ti30Nb15W60,210.964856,0,15,23,30,0,60,0
884,Ta23Ti30Nb15V60,155.228777,0,15,23,30,60,0,0
899,Ta30Ti30Nb38V15Mo15,167.520431,15,38,30,30,15,0,0
974,Ti30Nb38V30Mo30,168.435664,30,38,0,30,30,0,0
989,Zr30V38Mo30W30,176.863205,30,0,0,0,38,30,30
956,Ta30Ti15Nb30V30W23,187.328017,0,30,30,15,30,23,0
993,Ta38Nb30V30W30,205.194063,0,30,38,0,30,30,0
932,Ta98V30,193.670235,0,0,98,0,30,0,0
958,Zr23Ta30Ti15Nb30W30,165.345966,0,30,30,15,0,30,23
959,Zr23Ta30Nb30V15W30,174.676687,0,30,30,0,15,30,23
980,Ta38Ti30V30Mo30,176.583853,30,0,38,30,30,0,0
969,Zr15Ta30Ti15Nb15V23W30,173.566442,0,15,30,15,23,30,15
944,Ta15Nb30V30Mo30W23,215.528154,30,30,15,0,30,23,0
995,Zr30Ta38Nb30W30,167.360413,0,30,38,0,0,30,30
967,Zr15Ti15Nb30V23Mo15W30,178.029328,15,30,0,15,23,30,15
966,Zr15Ta15Nb30V23Mo15W30,190.657536,15,30,15,0,23,30,15
994,Zr30Ta38Nb30V30,141.086955,0,30,38,0,30,0,30
957,Zr23Ta30Ti15Nb30V30,140.244372,0,30,30,15,30,0,23
935,Ti98V30,116.623385,0,0,0,98,30,0,0
928,Nb98V30,169.042769,0,98,0,0,30,0,0
950,Zr23Nb30V15Mo30W30,188.851821,30,30,0,0,15,30,23
960,Zr23Ti30Nb30V15W30,149.458793,0,30,0,30,15,30,23
951,Ta30Ti15V30Mo30W23,208.476139,30,0,30,15,30,23,0
987,Zr30Ti38V30Mo30,129.132447,30,0,0,38,30,0,30
992,Zr30Ta38Ti30Nb30,128.075099,0,30,38,30,0,0,30
968,Zr15Ta30Ti15V23Mo15W30,183.940479,15,0,30,15,23,30,15
945,Zr23Ta15Nb30V30Mo30,162.714169,30,30,15,0,30,0,23
961,Zr23Ta30Ti30V15W30,154.772845,0,0,30,30,15,30,23
942,Ta15Ti30Nb30Mo30W23,193.307412,30,30,15,30,0,23,0
933,Ta98W30,219.290253,0,0,98,0,0,30,0
973,Zr30Ta30Nb38Mo30,161.19222,30,38,30,0,0,0,30
988,Zr30Ti38Mo30W30,153.798475,30,0,0,38,0,30,30
934,Zr30Ta98,155.871878,0,0,98,0,0,0,30
1010,Ti15Nb60Mo38W15,201.209901,38,60,0,15,0,15,0
1018,Ta60V15Mo38W15,223.598003,38,0,60,0,15,15,0
1069,Zr15Nb60V38W15,163.134687,0,60,0,0,38,15,15
1044,Ti15Nb38V15Mo60,202.186472,60,38,0,15,15,0,0
1035,Ta38Ti60V15W15,150.178626,0,0,38,60,15,15,0
1017,Zr15Ta60Ti15Mo38,178.768507,38,0,60,15,0,0,15
1003,Zr30Ta30V38W30,163.96731,0,0,30,0,38,30,30
1028,Ta60Nb38V15W15,197.047187,0,38,60,0,15,15,0
1051,Ta38Ti15Mo60W15,222.561287,60,0,38,15,0,15,0
1066,Ti38Nb60V15W15,158.119,0,60,0,38,15,15,0
1011,Zr15Ti15Nb60Mo38,166.49779,38,60,0,15,0,0,15
1045,Ti15Nb38Mo60W15,212.453208,60,38,0,15,0,15,0
1050,Ta38Ti15V15Mo60,207.659716,60,0,38,15,15,0,0
1016,Ta60Ti15Mo38W15,211.406583,38,0,60,15,0,15,0
1027,Zr15Ta60Ti15Nb38,155.839139,0,38,60,15,0,0,15
1058,Zr15Ti38Mo60W15,179.58194,60,0,0,38,0,15,15
1021,Ti60V15Mo38W15,168.522786,38,0,0,60,15,15,0
1020,Zr15Ta60Mo38W15,202.789551,38,0,60,0,0,15,15
1026,Ta60Ti15Nb38W15,187.592916,0,38,60,15,0,15,0
1067,Zr15Ti38Nb60V15,131.190004,0,60,0,38,15,0,15
1059,Zr15V38Mo60W15,206.691783,60,0,0,0,38,15,15
1019,Zr15Ta60V15Mo38,188.331876,38,0,60,0,15,0,15
1042,Ta15Nb38Mo60W15,229.714909,60,38,15,0,0,15,0
1056,Ti38V15Mo60W15,198.549491,60,0,0,38,15,15,0
1029,Zr15Ta60Nb38V15,165.84697,0,38,60,0,15,0,15
1043,Zr15Ta15Nb38Mo60,197.335757,60,38,15,0,0,0,15
1109,Zr30V15W83,209.965853,0,0,0,0,15,83,30
1108,Zr30Ti15W83,199.042896,0,0,0,15,0,83,30
1106,Ti15V83W30,194.75458,0,0,0,15,83,30,0
1080,Ta83Ti30Mo15,176.703798,15,0,83,30,0,0,0
1075,Ta30Nb83Mo15,186.782448,15,83,30,0,0,0,0
1087,V83Mo15W30,216.991415,15,0,0,0,83,30,0
1100,Ta15Ti83V30,125.507338,0,0,15,83,30,0,0
1072,Zr15Ta60Ti38W15,152.46538,0,0,60,38,0,15,15
1088,Zr30V83Mo15,141.719768,15,0,0,0,83,0,30
1073,Zr15Ta60V38W15,175.429366,0,0,60,0,38,15,15
1115,Ti60Nb23Mo15W30,165.616354,15,23,0,60,0,30,0
1086,Zr30Ti83Mo15,106.847857,15,0,0,83,0,0,30
1089,Zr30Mo15W83,220.890096,15,0,0,0,0,83,30
1092,Ta83Nb15W30,214.408466,0,15,83,0,0,30,0
1107,Zr30Ti15V83,125.401383,0,0,0,15,83,0,30
1101,Ta15Ti83W30,144.960575,0,0,15,83,0,30,0
1093,Zr30Ta83Nb15,153.276841,0,15,83,0,0,0,30
1095,Ti83Nb15W30,141.489103,0,15,0,83,0,30,0
1081,Ta83V30Mo15,198.106361,15,0,83,0,30,0,0
1123,Ta23V60Mo15W30,217.3056,15,0,23,0,60,30,0
1074,Zr15Ti60V38W15,127.53315,0,0,0,60,38,15,15
1114,Ti60Nb23V30Mo15,141.488126,15,23,0,60,30,0,0
1162,Zr90Ti38,89.918333,0,0,0,38,0,0,90
1153,Nb38V90,175.979529,0,38,0,0,90,0,0
1130,Ta23Ti60Nb15V30,137.247617,0,15,23,60,30,0,0
1149,Mo38W90,285.178749,38,0,0,0,0,90,0
1147,Ti90Mo38,135.631279,38,0,0,90,0,0,0
1138,Zr30Ti23Nb15W60,172.057889,0,15,0,23,0,60,30
1164,Zr90V38,96.047028,0,0,0,0,38,0,90
1148,V90Mo38,204.615438,38,0,0,0,90,0,0
1165,Zr90W38,113.11327,0,0,0,0,0,38,90
1163,V38W90,270.040536,0,0,0,0,38,90,0
1154,Nb38W90,262.190653,0,38,0,0,0,90,0
1177,Ta90Ti38,161.058604,0,0,90,38,0,0,0
1137,Zr30Ti23Nb15V60,123.045683,0,15,0,23,60,0,30
1155,Zr90Nb38,96.953667,0,38,0,0,0,0,90
1139,Zr30Nb15V23W60,185.676701,0,15,0,0,23,60,30
1136,Ti23Nb15V60W30,185.335968,0,15,0,23,60,30,0
1170,Mo90W38,274.090758,90,0,0,0,0,38,0
1141,Zr30Ta15Ti23V60,125.650426,0,0,15,23,60,0,30
1131,Ta23Ti60Nb15W30,160.378641,0,15,23,60,0,30,0
1178,Ta90V38,191.556997,0,0,90,0,38,0,0
1152,Ti90Nb38,119.457367,0,38,0,90,0,0,0
1222,Zr60V45W23,122.79635,0,0,0,0,45,23,60
1185,Zr38V90,125.439821,0,0,0,0,90,0,38
1248,Zr15Ta45Nb38V15Mo15,171.024072,15,38,45,0,15,0,15
1191,Nb23Mo45W60,263.773015,45,23,0,0,0,60,0
1198,Ti23Mo45W60,244.302813,45,0,0,23,0,60,0
1196,Zr60Ta23Mo45,138.785468,45,0,23,0,0,0,60
1224,Ta15Ti30Nb30Mo38W15,191.772149,38,30,15,30,0,15,0
1240,Zr15Ta30Ti15Nb38W30,175.85852,0,38,30,15,0,30,15
1238,Ta30Ti15Nb38V30W15,180.524978,0,38,30,15,30,15,0
1215,Zr60Ta45Ti23,110.050828,0,0,45,23,0,0,60
1246,Zr15Ta45Ti15Nb38Mo15,162.114985,15,38,45,15,0,0,15
1225,Zr15Ta15Ti30Nb30Mo38,157.776617,38,30,15,30,0,0,15
1214,Ta45Ti23W60,220.71888,0,0,45,23,0,60,0
1190,Nb23V60Mo45,205.003662,45,23,0,0,60,0,0
1254,Ta38Ti45V15Mo15W15,169.779101,15,0,38,45,15,15,0
1183,Zr38Ti90,92.976756,0,0,0,90,0,0,38
1197,Ti23V60Mo45,188.447736,45,0,0,23,60,0,0
1249,Zr15Ta45Nb38Mo15W15,184.324017,15,38,45,0,0,15,15
1247,Ta45Nb38V15Mo15W15,202.989115,15,38,45,0,15,15,0
1184,V90W38,215.207106,0,0,0,0,90,38,0
1199,Zr60Ti23Mo45,124.19216,45,0,0,23,0,0,60
1213,Ta45Ti23V60,165.267622,0,0,45,23,60,0,0
1223,Ta15Ti30Nb30V15Mo38,177.526201,38,30,15,30,15,0,0
1212,Zr60Nb45W23,128.741287,0,45,0,0,0,23,60
1241,Zr15Ta30Nb38V15W30,185.153069,0,38,30,0,15,30,15
1207,Ti23Nb45V60,156.239812,0,45,0,23,60,0,0
1271,Ta15V98Mo15,192.227293,15,0,15,0,98,0,0
1282,Ta15Nb15W98,279.271467,0,15,15,0,0,98,0
1290,Ta15Ti15V98,168.912733,0,0,15,15,98,0,0
1297,Zr98Ti15V15,89.898539,0,0,0,15,15,0,98
1285,Ti15Nb15W98,257.606596,0,15,0,15,0,98,0
1270,Ta15Ti98Mo15,124.162472,15,0,15,98,0,0,0
1276,Zr98Ti15Mo15,96.645376,15,0,0,15,0,0,98
1304,Zr45Ta23Nb30V15Mo15,134.808317,15,30,23,0,15,0,45
1279,Zr98Mo15W15,105.216444,15,0,0,0,0,15,98
1296,Ti15V15W98,261.80874,0,0,0,15,15,98,0
1264,Zr15Ta15Ti38V45W15,141.205337,0,0,15,38,45,15,15
1303,Ta23Nb30V15Mo15W45,229.24696,15,30,23,0,15,45,0
1302,Zr45Ta23Ti15Nb30Mo15,127.934825,15,30,23,15,0,0,45
1263,Zr15Ti38Nb15V45W15,138.046303,0,15,0,38,45,15,15
1284,Ti15Nb15V98,165.747218,0,15,0,15,98,0,0
1262,Zr15Ta38Nb15V45W15,171.686085,0,15,38,0,45,15,15
1305,Zr45Ta23Nb30Mo15W15,147.926187,15,30,23,0,0,15,45
1317,Zr45Ta30Ti23Nb15W15,127.293796,0,15,30,23,0,15,45
1277,V15Mo15W98,284.543504,15,0,0,0,15,98,0
1255,Zr15Ta38Ti45V15Mo15,140.068029,15,0,38,45,15,0,15
1283,Zr98Ta15Nb15,94.408467,0,15,15,0,0,0,98
1278,Zr98V15Mo15,97.977789,15,0,0,0,15,0,98
1359,Ta45Nb15V68,183.267137,0,15,45,0,68,0,0
1334,Zr45Ta30V15Mo15W23,152.96971,15,0,30,0,15,23,45
1367,Zr68Nb15W45,132.763228,0,15,0,0,0,45,68
1360,Ta45Nb15W68,243.767632,0,15,45,0,0,68,0
1375,Zr68Ti15V45,100.287799,0,0,0,15,45,0,68
1319,Zr45Ti30Nb15V23W15,118.164311,0,15,0,30,23,15,45
1368,Ta15Ti45V68,144.088573,0,0,15,45,68,0,0
1357,Zr68Mo15W45,139.301439,15,0,0,0,0,45,68
1342,Zr15Ta15Ti38Nb15V15Mo15W15,152.191829,15,15,15,38,15,15,15
1366,Zr68Nb15V45,105.505469,0,15,0,0,45,0,68
1361,Zr68Ta45Nb15,114.228754,0,15,45,0,0,0,68
1356,Zr68V45Mo15,106.372804,15,0,0,0,45,0,68
1369,Ta15Ti45W68,205.01391,0,0,15,45,0,68,0
1333,Zr45Ta30Ti15Mo15W23,145.946853,15,0,30,15,0,23,45
1358,Ta45Ti68Nb15,137.466158,0,15,45,68,0,0,0
1320,Zr45Ta15Ti30V23W15,119.805019,0,0,15,30,23,15,45
1373,Zr68Ta15W45,135.228454,0,0,15,0,0,45,68
1351,Zr68Ta45Mo15,120.982219,15,0,45,0,0,0,68
1335,Zr45Ti30V15Mo15W23,130.880717,15,0,0,30,15,23,45
1326,Zr45Ta15Nb30Mo15W23,151.850275,15,30,15,0,0,23,45
1332,Zr45Ta30Ti15V23Mo15,128.253075,15,0,30,15,23,0,45
1345,Nb45V68Mo15,183.597407,15,45,0,0,68,0,0
1350,Ta45Mo15W68,255.084032,15,0,45,0,0,68,0
1420,Zr75Mo15W38,128.011345,15,0,0,0,0,38,75
1417,Zr75Ti38Mo15,99.156349,15,0,0,38,0,0,75
1426,Ti38Nb15W75,215.258739,0,15,0,38,0,75,0
1386,Ta53Ti30Nb15Mo15W15,183.589311,15,15,53,30,0,15,0
1421,Ta38Ti75Nb15,132.044054,0,15,38,75,0,0,0
1387,Zr15Ta53Ti30Nb15Mo15,153.868321,15,15,53,30,0,0,15
1428,Nb15V38W75,244.312864,0,15,0,0,38,75,0
1410,Zr75Nb38Mo15,109.706131,15,38,0,0,0,0,75
1394,Zr15Nb15V53Mo15W30,187.82933,15,15,0,0,53,30,15
1432,Ta15Ti38W75,217.542831,0,0,15,38,0,75,0
1391,Ti53Nb15V30Mo15W15,157.982207,15,15,0,53,30,15,0
1435,Zr75Ta15V38,105.762898,0,0,15,0,38,0,75
1427,Zr75Ti38Nb15,93.564398,0,15,0,38,0,0,75
1395,Ta15Ti53V30Mo15W15,161.025332,15,0,15,53,30,15,0
1411,Ta38Ti75Mo15,140.034611,15,0,38,75,0,0,0
1419,Zr75V38Mo15,105.110708,15,0,0,0,38,0,75
1403,Zr15Ta15Nb15V53W30,178.32844,0,15,15,0,53,30,15
1443,Zr38Ta15Ti15Nb45Mo15,134.025076,15,45,15,15,0,0,38
1442,Ta15Ti15Nb45Mo15W38,207.95324,15,45,15,15,0,38,0
1429,Zr75Nb15V38,103.173037,0,15,0,0,38,0,75
1389,Zr15Ta53Nb15V30Mo15,171.576824,15,15,53,0,30,0,15
1416,Ti38Mo15W75,226.121347,15,0,0,38,0,75,0
1405,Zr15Ta15Ti15V53W30,168.593835,0,0,15,15,53,30,15
1418,V38Mo15W75,264.500142,15,0,0,0,38,75,0
1393,Zr15Ti53Nb15Mo15W30,153.415693,15,15,0,53,0,30,15
1392,Zr15Ti53Nb15V30Mo15,129.487237,15,15,0,53,30,0,15
1489,Ti23Nb15V15Mo30W45,218.987632,30,15,0,23,15,45,0
1500,Zr45Ta15Ti23Nb30W15,126.346005,0,30,15,23,0,15,45
1488,Zr45Ta23Nb15Mo30W15,157.251509,30,15,23,0,0,15,45
1481,Zr45Ti15Nb30V15W23,130.352115,0,30,0,15,15,23,45
1475,Zr45Ta15V15Mo30W23,158.145872,30,0,15,0,15,23,45
1514,Ta30Ti38V45Mo15,160.380823,15,0,30,38,45,0,0
1451,Ta45Ti15V15Mo15W38,215.011894,15,0,45,15,15,38,0
1509,Ti38Nb30Mo15W45,194.813221,15,30,0,38,0,45,0
1512,Zr45Nb30V38Mo15,127.023944,15,30,0,0,38,0,45
1506,Ta38Nb30Mo15W45,233.108059,15,30,38,0,0,45,0
1486,Ta23Nb15V15Mo30W45,239.392833,30,15,23,0,15,45,0
1473,Zr45Ta15Ti15V23Mo30,133.04531,30,0,15,15,23,0,45
1474,Zr45Ta15Ti15Mo30W23,149.923906,30,0,15,15,0,23,45
1472,Ta15Ti15V23Mo30W45,228.62177,30,0,15,15,23,45,0
1487,Zr45Ta23Nb15V15Mo30,143.643029,30,15,23,0,15,0,45
1469,Zr45Ti15Nb15V23Mo30,130.226959,30,15,0,15,23,0,45
1507,Zr45Ta38Nb30Mo15,138.943542,15,30,38,0,0,0,45
1508,Ti38Nb30V45Mo15,154.806322,15,30,0,38,45,0,0
1501,Zr45Ta15Nb30V23W15,135.649566,0,30,15,0,23,15,45
1444,Ta15Nb45V15Mo15W38,219.931885,15,45,15,0,15,38,0
1456,Ta45Ti15Nb15V15W38,204.071438,0,15,45,15,15,38,0
1480,Zr45Ta15Nb30V15W23,143.447404,0,30,15,0,15,23,45
1445,Zr38Ta15Nb45V15Mo15,140.468204,15,45,15,0,15,0,38
1513,Zr45Nb30Mo15W38,160.878919,15,30,0,0,0,38,45
1531,Zr45Ti30Nb15V38,106.618925,0,15,0,30,38,0,45
1565,Ta23Ti45W60,198.284661,0,0,23,45,0,60,0
1582,Zr15Ta38Ti15Nb30V15Mo15,160.40547,15,30,38,15,15,0,15
1564,Ta23Ti45V60,144.403123,0,0,23,45,60,0,0
1548,Ti45V60Mo23,155.113367,23,0,0,45,60,0,0
1541,Nb45V60Mo23,187.587591,23,45,0,0,60,0,0
1522,Zr45Ti30Mo15W38,141.8348,15,0,0,30,0,38,45
1583,Zr15Ta38Ti15Nb30Mo15W15,173.546035,15,30,38,15,0,15,15
1579,Zr15Ta15Ti30V15Mo15W38,177.453578,15,0,15,30,15,38,15
1562,Zr60Nb23V45,111.205933,0,23,0,0,45,0,60
1552,Zr60V45Mo23,119.029195,23,0,0,0,45,0,60
1554,Ta45Ti60Nb23,140.176982,0,23,45,60,0,0,0
1585,Zr15Ti38Nb30V15Mo15W15,149.918836,15,30,0,38,15,15,15
1555,Ta45Nb23V60,183.414911,0,23,45,0,60,0,0
1536,Zr45Ta15Ti30W38,136.177192,0,0,15,30,0,38,45
1530,Ti30Nb15V38W45,192.340965,0,15,0,30,38,45,0
1537,Zr45Ta15V30W38,150.673366,0,0,15,0,30,38,45
1538,Zr45Ti15V30W38,139.480619,0,0,0,15,30,38,45
1571,Zr60Ti23V45,103.436532,0,0,0,23,45,0,60
1539,Ta60Nb45Mo23,198.79736,23,45,60,0,0,0,0
1563,Zr60Nb23W45,144.047343,0,23,0,0,0,45,60
1553,Zr60Mo23W45,155.395727,23,0,0,0,0,45,60
1525,Ta30Ti38Nb15W45,191.394353,0,15,30,38,0,45,0
1614,Ti38Nb60V30,146.42775,0,60,0,38,30,0,0
1649,Zr30Ti15Nb30V23W30,149.773181,0,30,0,15,23,30,30
1597,Nb38V30Mo60,211.705198,60,38,0,0,30,0,0
1631,Ta23Ti30Nb15Mo30W30,202.255875,30,15,23,30,0,30,0
1646,Zr30Ta15Ti23Nb30V30,127.142187,0,30,15,23,30,0,30
1622,Zr30Ta60Ti38,127.422673,0,0,60,38,0,0,30
1609,Zr30Mo60W38,208.368341,60,0,0,0,0,38,30
1664,Ta23V30Mo75,229.054678,75,0,23,0,30,0,0
1615,Ti38Nb60W30,171.814452,0,60,0,38,0,30,0
1623,Ta60V38W30,211.246046,0,0,60,0,38,30,0
1625,Zr30Ta60W38,181.15786,0,0,60,0,0,38,30
1638,Zr30Ti23Nb15Mo30W30,164.765007,30,15,0,23,0,30,30
1591,Zr15Ta15Nb23V45Mo15W15,175.359119,15,23,15,0,45,15,15
1599,Zr30Nb38Mo60,173.769208,60,38,0,0,0,0,30
1640,Ta15Ti23V30Mo30W30,207.017801,30,0,15,23,30,30,0
1663,Ta23Ti30Mo75,203.788534,75,0,23,30,0,0,0
1648,Zr30Ta15Nb30V23W30,160.670472,0,30,15,0,23,30,30
1641,Zr30Ta15Ti23V30Mo30,140.38198,30,0,15,23,30,0,30
1607,V38Mo60W30,247.135466,60,0,0,0,38,30,0
1596,Ti30Nb38Mo60,190.056928,60,38,0,30,0,0,0
1647,Zr30Ta15Ti23Nb30W30,149.357244,0,30,15,23,0,30,30
1613,Zr30Ta38Nb60,145.335391,0,60,38,0,0,0,30
1612,Ta38Nb60W30,205.168425,0,60,38,0,0,30,0
1600,Ta38Ti30Mo60,196.627412,60,0,38,30,0,0,0
1598,Nb38Mo60W30,237.6561,60,38,0,0,0,30,0
1590,Zr15Ta15Ti45Nb23Mo15W15,148.056006,15,23,15,45,0,15,15
1624,Zr30Ta60V38,145.435298,0,0,60,0,38,0,30
1608,Zr30V38Mo60,170.191414,60,0,0,0,38,0,30
1678,Ti23Nb75W30,182.065481,0,75,0,23,0,30,0
1671,Zr30V23Mo75,181.92582,75,0,0,0,23,0,30
1718,Zr23Ti15Mo75W15,195.963497,75,0,0,15,0,15,23
1684,Ta75Ti23W30,197.811284,0,0,75,23,0,30,0
1687,Zr30Ta75V23,149.377851,0,0,75,0,23,0,30
1733,Zr23Ta75V15W15,168.900363,0,0,75,0,15,15,23
1697,Zr38Ti30Nb15V15Mo15W15,130.816062,15,15,0,30,15,15,38
1726,Ti15Nb75V15W23,181.358243,0,75,0,15,15,23,0
1670,V23Mo75W30,257.29456,75,0,0,0,23,30,0
1732,Zr23Ta75Ti15W15,160.400886,0,0,75,15,0,15,23
1704,Ti15Nb15V23Mo75,210.924147,75,15,0,15,23,0,0
1679,Zr30Ti23Nb75,126.531166,0,75,0,23,0,0,30
1703,Zr23Ta15Nb15Mo75,196.15916,75,15,15,0,0,0,23
1685,Zr30Ta75Ti23,137.977324,0,0,75,23,0,0,30
1729,Zr23Nb75V15W15,154.683891,0,75,0,0,15,15,23
1735,Ta15Ti15Nb15V38Mo30W15,197.571824,30,15,15,15,38,15,0
1705,Ti15Nb15Mo75W23,233.874742,75,15,0,15,0,23,0
1683,Ta75Ti23V30,169.104638,0,0,75,23,30,0,0
1728,Zr23Ti15Nb75W15,147.390031,0,75,0,15,0,15,23
1721,Ta15Ti15Nb75W23,185.514819,0,75,15,15,0,23,0
1682,Zr30Nb75W23,155.292772,0,75,0,0,0,23,30
1677,Ti23Nb75V30,155.386495,0,75,0,23,30,0,0
1702,Ta15Nb15Mo75W23,244.080871,75,15,15,0,0,23,0
1717,Zr23Ti15V15Mo75,181.035248,75,0,0,15,15,0,23
1676,Zr30Ta23Nb75,142.632031,0,75,23,0,0,0,30
1716,Ti15V15Mo75W23,234.92651,75,0,0,15,15,23,0
1734,Zr23Ti75V15W15,114.79052,0,0,0,75,15,15,23
1719,Zr23V15Mo75W15,206.033416,75,0,0,0,15,15,23
1768,Ti30Nb45V23Mo30,168.704211,30,45,0,30,23,0,0
1814,Zr68Ti15Nb15Mo15W15,116.471676,15,15,0,15,0,15,68
1786,Zr23Ta45Ti30Nb30,136.320787,0,30,45,30,0,0,23
1813,Zr68Ti15Nb15V15Mo15,107.837938,15,15,0,15,15,0,68
1774,Ta45Ti30V23Mo30,177.882741,30,0,45,30,23,0,0
1792,Zr23Ti45Nb30W30,141.388461,0,30,0,45,0,30,23
1773,Zr23Nb45Mo30W30,190.733748,30,45,0,0,0,30,23
1809,Ta15Nb15V15Mo15W68,251.647212,15,15,15,0,15,68,0
1815,Zr68Nb15V15Mo15W15,120.695462,15,15,0,0,15,15,68
1794,Ta30Ti45V30W23,165.381941,0,0,30,45,30,23,0
1795,Zr23Ta30Ti45V30,124.89019,0,0,30,45,30,0,23
1757,Ta38Ti15Nb30V15W30,195.168364,0,30,38,15,15,30,0
1793,Zr23Nb30V45W30,167.579219,0,30,0,0,45,30,23
1788,Zr23Ta45Nb30V30,153.599637,0,30,45,0,30,0,23
1761,Zr30Ti38Nb30V15W15,127.844658,0,30,0,38,15,15,30
1756,Zr30Ti38V15Mo30W15,142.116259,30,0,0,38,15,15,30
1760,Zr30Ta38Nb30V15W15,155.935516,0,30,38,0,15,15,30
1750,Zr30Ti15Nb38Mo30W15,158.138993,30,38,0,15,0,15,30
1812,Ti15Nb15V15Mo15W68,235.917098,15,15,0,15,15,68,0
1759,Zr30Ta38Ti15Nb30W15,147.261475,0,30,38,15,0,15,30
1766,Ta30Nb45Mo30W23,218.03572,30,45,30,0,0,23,0
1789,Zr23Ta45Nb30W30,179.406735,0,30,45,0,0,30,23
1767,Zr23Ta30Nb45Mo30,168.861555,30,45,30,0,0,0,23
1751,Zr30Nb38V15Mo30W15,166.131386,30,38,0,0,15,15,30
1758,Zr30Ta38Ti15Nb30V15,135.846342,0,30,38,15,15,0,30
1769,Ti30Nb45Mo30W23,190.588137,30,45,0,30,0,23,0
1841,Zr15Ta30Ti15Nb15V38W15,158.168366,0,15,30,15,38,15,15
1848,Zr15Ta23Ti45Nb15V15W15,140.193654,0,15,23,45,15,15,15
1863,Zr30Ta15V53Mo30,152.681216,30,0,15,0,53,0,30
1876,Zr30Ti15Nb30V53,124.871651,0,30,0,15,53,0,30
1862,Ta15V53Mo30W30,228.431561,30,0,15,0,53,30,0
1831,Zr45Ti15Nb15V15Mo23W15,137.18461,23,15,0,15,15,15,45
1877,Zr30Ti15Nb30W53,171.669937,0,30,0,15,0,53,30
1823,Zr68Ta15Ti15Nb15W15,113.041112,0,15,15,15,0,15,68
1847,Zr15Ta23Ti45V15Mo15W15,147.795756,15,0,23,45,15,15,15
1824,Zr68Ta15Nb15V15W15,117.505176,0,15,15,0,15,15,68
1822,Zr68Ta15Ti15Nb15V15,104.804937,0,15,15,15,15,0,68
1838,Zr15Ta15Nb30V38Mo15W15,174.883348,15,30,15,0,38,15,15
1825,Zr68Ti15Nb15V15W15,108.580254,0,15,0,15,15,15,68
1855,Zr30Ti53Nb15Mo30,125.928462,30,15,0,53,0,0,30
1846,Zr15Ti45Nb23V15Mo15W15,145.724451,15,23,0,45,15,15,15
1871,Zr30Ta15Ti53Nb30,115.104734,0,30,15,53,0,0,30
1849,Ta53Ti30Nb15Mo30,180.801157,30,15,53,30,0,0,0
1865,Ti15V53Mo30W30,212.647711,30,0,0,15,53,30,0
1870,Ta15Ti53Nb30W30,162.612418,0,30,15,53,0,30,0
1852,Zr30Ta53Nb15Mo30,166.371757,30,15,53,0,0,0,30
1864,Zr30Ta15Mo30W53,206.319843,30,0,15,0,0,53,30
1836,Zr15Ta15Ti38Nb30V15Mo15,140.842441,15,30,15,38,15,0,15
1840,Zr15Ta30Ti15V38Mo15W15,167.679223,15,0,30,15,38,15,15
1903,Zr45V38Mo15W30,149.980055,15,0,0,0,38,30,45
1878,Zr30Nb30V15W53,180.703943,0,30,0,0,15,53,30
1904,Ta38Ti30Nb15V45,157.613246,0,15,38,30,45,0,0
1935,Ti45W83,217.049005,0,0,0,45,0,83,0
1883,Zr30Ti30V15W53,159.446084,0,0,0,30,15,53,30
1884,Ta30Ti45Nb38Mo15,155.811672,15,38,30,45,0,0,0
1902,Zr45Ti38Mo15W30,131.453367,15,0,0,38,0,30,45
